STATION,NAME,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
USW00023183,"PHOENIX AIRPORT, AZ US",1/1/1950,0,0,0,62,70,54
USW00023183,"PHOENIX AIRPORT, AZ US",1/2/1950,0,0,0,60,66,54
USW00023183,"PHOENIX AIRPORT, AZ US",1/3/1950,0,0,0,40,55,25
USW00023183,"PHOENIX AIRPORT, AZ US",1/4/1950,0,0,0,33,47,19
USW00023183,"PHOENIX AIRPORT, AZ US",1/5/1950,0,0,0,34,51,17
USW00023183,"PHOENIX AIRPORT, AZ US",1/6/1950,0,0,0,39,59,19
USW00023183,"PHOENIX AIRPORT, AZ US",1/7/1950,0,0,0,45,67,23
USW00023183,"PHOENIX AIRPORT, AZ US",1/8/1950,0,0,0,48,61,35
USW00023183,"PHOENIX AIRPORT, AZ US",1/9/1950,0,0,0,50,62,38
USW00023183,"PHOENIX AIRPORT, AZ US",1/10/1950,0,0,0,45.5,61,30
USW00023183,"PHOENIX AIRPORT, AZ US",1/11/1950,0,0,0,48.5,63,34
USW00023183,"PHOENIX AIRPORT, AZ US",1/12/1950,0.09,0,0,44.5,56,33
USW00023183,"PHOENIX AIRPORT, AZ US",1/13/1950,0,0,0,44.5,55,34
USW00023183,"PHOENIX AIRPORT, AZ US",1/14/1950,0,0,0,45.5,60,31
USW00023183,"PHOENIX AIRPORT, AZ US",1/15/1950,0,0,0,45,60,30
USW00023183,"PHOENIX AIRPORT, AZ US",1/16/1950,0,0,0,47,65,29
USW00023183,"PHOENIX AIRPORT, AZ US",1/17/1950,0,0,0,53,72,34
USW00023183,"PHOENIX AIRPORT, AZ US",1/18/1950,0,0,0,57,75,39
USW00023183,"PHOENIX AIRPORT, AZ US",1/19/1950,0,0,0,58.5,78,39
USW00023183,"PHOENIX AIRPORT, AZ US",1/20/1950,0,0,0,62,84,40
USW00023183,"PHOENIX AIRPORT, AZ US",1/21/1950,0,0,0,59,78,40
USW00023183,"PHOENIX AIRPORT, AZ US",1/22/1950,0,0,0,60,75,45
USW00023183,"PHOENIX AIRPORT, AZ US",1/23/1950,0,0,0,58,76,40
USW00023183,"PHOENIX AIRPORT, AZ US",1/24/1950,0,0,0,59.5,71,48
USW00023183,"PHOENIX AIRPORT, AZ US",1/25/1950,0,0,0,47,58,36
USW00023183,"PHOENIX AIRPORT, AZ US",1/26/1950,0,0,0,44.5,63,26
USW00023183,"PHOENIX AIRPORT, AZ US",1/27/1950,0,0,0,48.5,71,26
USW00023183,"PHOENIX AIRPORT, AZ US",1/28/1950,0,0,0,50.5,68,33
USW00023183,"PHOENIX AIRPORT, AZ US",1/29/1950,0.22,0,0,48.5,51,46
USW00023183,"PHOENIX AIRPORT, AZ US",1/30/1950,0.1,0,0,53,63,43
USW00023183,"PHOENIX AIRPORT, AZ US",1/31/1950,0,0,0,49.5,62,37
USW00023183,"PHOENIX AIRPORT, AZ US",2/1/1950,0,0,0,47.5,64,31
USW00023183,"PHOENIX AIRPORT, AZ US",2/2/1950,0,0,0,51.5,67,36
USW00023183,"PHOENIX AIRPORT, AZ US",2/3/1950,0,0,0,58,76,40
USW00023183,"PHOENIX AIRPORT, AZ US",2/4/1950,0,0,0,58.5,76,41
USW00023183,"PHOENIX AIRPORT, AZ US",2/5/1950,0,0,0,61.5,77,46
USW00023183,"PHOENIX AIRPORT, AZ US",2/6/1950,0,0,0,59.5,77,42
USW00023183,"PHOENIX AIRPORT, AZ US",2/7/1950,0,0,0,64,76,52
USW00023183,"PHOENIX AIRPORT, AZ US",2/8/1950,0,0,0,57.5,74,41
USW00023183,"PHOENIX AIRPORT, AZ US",2/9/1950,0,0,0,57.5,74,41
USW00023183,"PHOENIX AIRPORT, AZ US",2/10/1950,0,0,0,58.5,67,50
USW00023183,"PHOENIX AIRPORT, AZ US",2/11/1950,0.37,0,0,52.5,60,45
USW00023183,"PHOENIX AIRPORT, AZ US",2/12/1950,0,0,0,50.5,65,36
USW00023183,"PHOENIX AIRPORT, AZ US",2/13/1950,0,0,0,52,67,37
USW00023183,"PHOENIX AIRPORT, AZ US",2/14/1950,0,0,0,54,71,37
USW00023183,"PHOENIX AIRPORT, AZ US",2/15/1950,0,0,0,59.5,80,39
USW00023183,"PHOENIX AIRPORT, AZ US",2/16/1950,0,0,0,61,81,41
USW00023183,"PHOENIX AIRPORT, AZ US",2/17/1950,0,0,0,63,82,44
USW00023183,"PHOENIX AIRPORT, AZ US",2/18/1950,0,0,0,63,83,43
USW00023183,"PHOENIX AIRPORT, AZ US",2/19/1950,0,0,0,62,80,44
USW00023183,"PHOENIX AIRPORT, AZ US",2/20/1950,0,0,0,67.5,82,53
USW00023183,"PHOENIX AIRPORT, AZ US",2/21/1950,0,0,0,61,78,44
USW00023183,"PHOENIX AIRPORT, AZ US",2/22/1950,0,0,0,60,79,41
USW00023183,"PHOENIX AIRPORT, AZ US",2/23/1950,0,0,0,61,79,43
USW00023183,"PHOENIX AIRPORT, AZ US",2/24/1950,0,0,0,62.5,82,43
USW00023183,"PHOENIX AIRPORT, AZ US",2/25/1950,0,0,0,64,85,43
USW00023183,"PHOENIX AIRPORT, AZ US",2/26/1950,0.73,0,0,61,73,49
USW00023183,"PHOENIX AIRPORT, AZ US",2/27/1950,0.05,0,0,61,68,54
USW00023183,"PHOENIX AIRPORT, AZ US",2/28/1950,0,0,0,59.5,73,46
USW00023183,"PHOENIX AIRPORT, AZ US",3/1/1950,0.01,0,0,60.5,69,52
USW00023183,"PHOENIX AIRPORT, AZ US",3/2/1950,0.14,0,0,62,72,52
USW00023183,"PHOENIX AIRPORT, AZ US",3/3/1950,0,0,0,61.5,77,46
USW00023183,"PHOENIX AIRPORT, AZ US",3/4/1950,0,0,0,65.5,83,48
USW00023183,"PHOENIX AIRPORT, AZ US",3/5/1950,0,0,0,65.5,83,48
USW00023183,"PHOENIX AIRPORT, AZ US",3/6/1950,0,0,0,63.5,80,47
USW00023183,"PHOENIX AIRPORT, AZ US",3/7/1950,0,0,0,56,73,39
USW00023183,"PHOENIX AIRPORT, AZ US",3/8/1950,0,0,0,59,76,42
USW00023183,"PHOENIX AIRPORT, AZ US",3/9/1950,0,0,0,59.5,78,41
USW00023183,"PHOENIX AIRPORT, AZ US",3/10/1950,0,0,0,64,79,49
USW00023183,"PHOENIX AIRPORT, AZ US",3/11/1950,0,0,0,60.5,78,43
USW00023183,"PHOENIX AIRPORT, AZ US",3/12/1950,0,0,0,57.5,69,46
USW00023183,"PHOENIX AIRPORT, AZ US",3/13/1950,0,0,0,54.5,74,35
USW00023183,"PHOENIX AIRPORT, AZ US",3/14/1950,0,0,0,57,74,40
USW00023183,"PHOENIX AIRPORT, AZ US",3/15/1950,0,0,0,56.5,73,40
USW00023183,"PHOENIX AIRPORT, AZ US",3/16/1950,0,0,0,62,82,42
USW00023183,"PHOENIX AIRPORT, AZ US",3/17/1950,0,0,0,64,84,44
USW00023183,"PHOENIX AIRPORT, AZ US",3/18/1950,0,0,0,66.5,84,49
USW00023183,"PHOENIX AIRPORT, AZ US",3/19/1950,0,0,0,64,83,45
USW00023183,"PHOENIX AIRPORT, AZ US",3/20/1950,0,0,0,68,86,50
USW00023183,"PHOENIX AIRPORT, AZ US",3/21/1950,0,0,0,65.5,86,45
USW00023183,"PHOENIX AIRPORT, AZ US",3/22/1950,0,0,0,69,89,49
USW00023183,"PHOENIX AIRPORT, AZ US",3/23/1950,0,0,0,69.5,86,53
USW00023183,"PHOENIX AIRPORT, AZ US",3/24/1950,0,0,0,68,87,49
USW00023183,"PHOENIX AIRPORT, AZ US",3/25/1950,0.11,0,0,54,65,43
USW00023183,"PHOENIX AIRPORT, AZ US",3/26/1950,0,0,0,53,64,42
USW00023183,"PHOENIX AIRPORT, AZ US",3/27/1950,0,0,0,57,72,42
USW00023183,"PHOENIX AIRPORT, AZ US",3/28/1950,0,0,0,63,81,45
USW00023183,"PHOENIX AIRPORT, AZ US",3/29/1950,0,0,0,68.5,91,46
USW00023183,"PHOENIX AIRPORT, AZ US",3/30/1950,0,0,0,70.5,88,53
USW00023183,"PHOENIX AIRPORT, AZ US",3/31/1950,0,0,0,71.5,92,51
USW00023183,"PHOENIX AIRPORT, AZ US",4/1/1950,0,0,0,76.5,92,61
USW00023183,"PHOENIX AIRPORT, AZ US",4/2/1950,0,0,0,74,96,52
USW00023183,"PHOENIX AIRPORT, AZ US",4/3/1950,0,0,0,75,96,54
USW00023183,"PHOENIX AIRPORT, AZ US",4/4/1950,0,0,0,74.5,93,56
USW00023183,"PHOENIX AIRPORT, AZ US",4/5/1950,0,0,0,77.5,92,63
USW00023183,"PHOENIX AIRPORT, AZ US",4/6/1950,0,0,0,75,90,60
USW00023183,"PHOENIX AIRPORT, AZ US",4/7/1950,0,0,0,74.5,90,59
USW00023183,"PHOENIX AIRPORT, AZ US",4/8/1950,0,0,0,76,84,68
USW00023183,"PHOENIX AIRPORT, AZ US",4/9/1950,0,0,0,62,73,51
USW00023183,"PHOENIX AIRPORT, AZ US",4/10/1950,0,0,0,60,79,41
USW00023183,"PHOENIX AIRPORT, AZ US",4/11/1950,0,0,0,65,85,45
USW00023183,"PHOENIX AIRPORT, AZ US",4/12/1950,0,0,0,70.5,87,54
USW00023183,"PHOENIX AIRPORT, AZ US",4/13/1950,0,0,0,69.5,88,51
USW00023183,"PHOENIX AIRPORT, AZ US",4/14/1950,0,0,0,67,83,51
USW00023183,"PHOENIX AIRPORT, AZ US",4/15/1950,0,0,0,61.5,80,43
USW00023183,"PHOENIX AIRPORT, AZ US",4/16/1950,0,0,0,67.5,88,47
USW00023183,"PHOENIX AIRPORT, AZ US",4/17/1950,0,0,0,74,97,51
USW00023183,"PHOENIX AIRPORT, AZ US",4/18/1950,0,0,0,76.5,98,55
USW00023183,"PHOENIX AIRPORT, AZ US",4/19/1950,0,0,0,79.5,100,59
USW00023183,"PHOENIX AIRPORT, AZ US",4/20/1950,0,0,0,79,102,56
USW00023183,"PHOENIX AIRPORT, AZ US",4/21/1950,0,0,0,77.5,100,55
USW00023183,"PHOENIX AIRPORT, AZ US",4/22/1950,0,0,0,78,95,61
USW00023183,"PHOENIX AIRPORT, AZ US",4/23/1950,0,0,0,74,91,57
USW00023183,"PHOENIX AIRPORT, AZ US",4/24/1950,0,0,0,72.5,90,55
USW00023183,"PHOENIX AIRPORT, AZ US",4/25/1950,0,0,0,75.5,93,58
USW00023183,"PHOENIX AIRPORT, AZ US",4/26/1950,0,0,0,74,92,56
USW00023183,"PHOENIX AIRPORT, AZ US",4/27/1950,0,0,0,73,91,55
USW00023183,"PHOENIX AIRPORT, AZ US",4/28/1950,0,0,0,71,87,55
USW00023183,"PHOENIX AIRPORT, AZ US",4/29/1950,0,0,0,70.5,85,56
USW00023183,"PHOENIX AIRPORT, AZ US",4/30/1950,0,0,0,73,90,56
USW00023183,"PHOENIX AIRPORT, AZ US",5/1/1950,0,0,0,73.5,91,56
USW00023183,"PHOENIX AIRPORT, AZ US",5/2/1950,0,0,0,72,88,56
USW00023183,"PHOENIX AIRPORT, AZ US",5/3/1950,0,0,0,70.5,84,57
USW00023183,"PHOENIX AIRPORT, AZ US",5/4/1950,0,0,0,61.5,74,49
USW00023183,"PHOENIX AIRPORT, AZ US",5/5/1950,0,0,0,63.5,81,46
USW00023183,"PHOENIX AIRPORT, AZ US",5/6/1950,0,0,0,69,88,50
USW00023183,"PHOENIX AIRPORT, AZ US",5/7/1950,0,0,0,69,87,51
USW00023183,"PHOENIX AIRPORT, AZ US",5/8/1950,0,0,0,65,84,46
USW00023183,"PHOENIX AIRPORT, AZ US",5/9/1950,0,0,0,66,87,45
USW00023183,"PHOENIX AIRPORT, AZ US",5/10/1950,0,0,0,71.5,92,51
USW00023183,"PHOENIX AIRPORT, AZ US",5/11/1950,0,0,0,73.5,94,53
USW00023183,"PHOENIX AIRPORT, AZ US",5/12/1950,0,0,0,74,93,55
USW00023183,"PHOENIX AIRPORT, AZ US",5/13/1950,0,0,0,75.5,94,57
USW00023183,"PHOENIX AIRPORT, AZ US",5/14/1950,0,0,0,77,95,59
USW00023183,"PHOENIX AIRPORT, AZ US",5/15/1950,0,0,0,78,97,59
USW00023183,"PHOENIX AIRPORT, AZ US",5/16/1950,0,0,0,79.5,98,61
USW00023183,"PHOENIX AIRPORT, AZ US",5/17/1950,0,0,0,78.5,95,62
USW00023183,"PHOENIX AIRPORT, AZ US",5/18/1950,0,0,0,76.5,95,58
USW00023183,"PHOENIX AIRPORT, AZ US",5/19/1950,0,0,0,77,96,58
USW00023183,"PHOENIX AIRPORT, AZ US",5/20/1950,0,0,0,79.5,100,59
USW00023183,"PHOENIX AIRPORT, AZ US",5/21/1950,0,0,0,82.5,103,62
USW00023183,"PHOENIX AIRPORT, AZ US",5/22/1950,0,0,0,84,101,67
USW00023183,"PHOENIX AIRPORT, AZ US",5/23/1950,0,0,0,82,96,68
USW00023183,"PHOENIX AIRPORT, AZ US",5/24/1950,0,0,0,77.5,96,59
USW00023183,"PHOENIX AIRPORT, AZ US",5/25/1950,0,0,0,78.5,95,62
USW00023183,"PHOENIX AIRPORT, AZ US",5/26/1950,0,0,0,81.5,100,63
USW00023183,"PHOENIX AIRPORT, AZ US",5/27/1950,0,0,0,81,102,60
USW00023183,"PHOENIX AIRPORT, AZ US",5/28/1950,0,0,0,83.5,101,66
USW00023183,"PHOENIX AIRPORT, AZ US",5/29/1950,0,0,0,84,104,64
USW00023183,"PHOENIX AIRPORT, AZ US",5/30/1950,0,0,0,85.5,103,68
USW00023183,"PHOENIX AIRPORT, AZ US",5/31/1950,0,0,0,85,104,66
USW00023183,"PHOENIX AIRPORT, AZ US",6/1/1950,0,0,0,87.5,103,72
USW00023183,"PHOENIX AIRPORT, AZ US",6/2/1950,0,0,0,87.5,104,71
USW00023183,"PHOENIX AIRPORT, AZ US",6/3/1950,0,0,0,85,101,69
USW00023183,"PHOENIX AIRPORT, AZ US",6/4/1950,0,0,0,84.5,102,67
USW00023183,"PHOENIX AIRPORT, AZ US",6/5/1950,0,0,0,84.5,106,63
USW00023183,"PHOENIX AIRPORT, AZ US",6/6/1950,0,0,0,83.5,98,69
USW00023183,"PHOENIX AIRPORT, AZ US",6/7/1950,0,0,0,73.5,88,59
USW00023183,"PHOENIX AIRPORT, AZ US",6/8/1950,0,0,0,73,94,52
USW00023183,"PHOENIX AIRPORT, AZ US",6/9/1950,0,0,0,78,101,55
USW00023183,"PHOENIX AIRPORT, AZ US",6/10/1950,0,0,0,82,104,60
USW00023183,"PHOENIX AIRPORT, AZ US",6/11/1950,0,0,0,82.5,103,62
USW00023183,"PHOENIX AIRPORT, AZ US",6/12/1950,0,0,0,82.5,102,63
USW00023183,"PHOENIX AIRPORT, AZ US",6/13/1950,0,0,0,80.5,103,58
USW00023183,"PHOENIX AIRPORT, AZ US",6/14/1950,0,0,0,79.5,100,59
USW00023183,"PHOENIX AIRPORT, AZ US",6/15/1950,0,0,0,82.5,103,62
USW00023183,"PHOENIX AIRPORT, AZ US",6/16/1950,0,0,0,82,103,61
USW00023183,"PHOENIX AIRPORT, AZ US",6/17/1950,0,0,0,82,102,62
USW00023183,"PHOENIX AIRPORT, AZ US",6/18/1950,0,0,0,84.5,107,62
USW00023183,"PHOENIX AIRPORT, AZ US",6/19/1950,0,0,0,84,104,64
USW00023183,"PHOENIX AIRPORT, AZ US",6/20/1950,0,0,0,86.5,107,66
USW00023183,"PHOENIX AIRPORT, AZ US",6/21/1950,0.11,0,0,88,107,69
USW00023183,"PHOENIX AIRPORT, AZ US",6/22/1950,0,0,0,89,102,76
USW00023183,"PHOENIX AIRPORT, AZ US",6/23/1950,0,0,0,85,99,71
USW00023183,"PHOENIX AIRPORT, AZ US",6/24/1950,0,0,0,87,102,72
USW00023183,"PHOENIX AIRPORT, AZ US",6/25/1950,0,0,0,88,104,72
USW00023183,"PHOENIX AIRPORT, AZ US",6/26/1950,0,0,0,90,107,73
USW00023183,"PHOENIX AIRPORT, AZ US",6/27/1950,0,0,0,88,110,66
USW00023183,"PHOENIX AIRPORT, AZ US",6/28/1950,0,0,0,92.5,114,71
USW00023183,"PHOENIX AIRPORT, AZ US",6/29/1950,0,0,0,96,115,77
USW00023183,"PHOENIX AIRPORT, AZ US",6/30/1950,0,0,0,96,115,77
USW00023183,"PHOENIX AIRPORT, AZ US",7/1/1950,0,0,0,97.5,112,83
USW00023183,"PHOENIX AIRPORT, AZ US",7/2/1950,0,0,0,98,115,81
USW00023183,"PHOENIX AIRPORT, AZ US",7/3/1950,0,0,0,98,112,84
USW00023183,"PHOENIX AIRPORT, AZ US",7/4/1950,0,0,0,92.5,106,79
USW00023183,"PHOENIX AIRPORT, AZ US",7/5/1950,0.06,0,0,84.5,91,78
USW00023183,"PHOENIX AIRPORT, AZ US",7/6/1950,0,0,0,86.5,96,77
USW00023183,"PHOENIX AIRPORT, AZ US",7/7/1950,0.16,0,0,86,97,75
USW00023183,"PHOENIX AIRPORT, AZ US",7/8/1950,0.04,0,0,85.5,96,75
USW00023183,"PHOENIX AIRPORT, AZ US",7/9/1950,0,0,0,86.5,99,74
USW00023183,"PHOENIX AIRPORT, AZ US",7/10/1950,0,0,0,88.5,102,75
USW00023183,"PHOENIX AIRPORT, AZ US",7/11/1950,0,0,0,90,106,74
USW00023183,"PHOENIX AIRPORT, AZ US",7/12/1950,0,0,0,89,110,68
USW00023183,"PHOENIX AIRPORT, AZ US",7/13/1950,0,0,0,93.5,112,75
USW00023183,"PHOENIX AIRPORT, AZ US",7/14/1950,0,0,0,96,111,81
USW00023183,"PHOENIX AIRPORT, AZ US",7/15/1950,0,0,0,95,110,80
USW00023183,"PHOENIX AIRPORT, AZ US",7/16/1950,0,0,0,96.5,109,84
USW00023183,"PHOENIX AIRPORT, AZ US",7/17/1950,0,0,0,93.5,105,82
USW00023183,"PHOENIX AIRPORT, AZ US",7/18/1950,0,0,0,89,98,80
USW00023183,"PHOENIX AIRPORT, AZ US",7/19/1950,0,0,0,91.5,103,80
USW00023183,"PHOENIX AIRPORT, AZ US",7/20/1950,0,0,0,94.5,107,82
USW00023183,"PHOENIX AIRPORT, AZ US",7/21/1950,0.01,0,0,92,104,80
USW00023183,"PHOENIX AIRPORT, AZ US",7/22/1950,0,0,0,88.5,100,77
USW00023183,"PHOENIX AIRPORT, AZ US",7/23/1950,0,0,0,88,100,76
USW00023183,"PHOENIX AIRPORT, AZ US",7/24/1950,0.05,0,0,87,100,74
USW00023183,"PHOENIX AIRPORT, AZ US",7/25/1950,0.35,0,0,91.5,105,78
USW00023183,"PHOENIX AIRPORT, AZ US",7/26/1950,0,0,0,92,106,78
USW00023183,"PHOENIX AIRPORT, AZ US",7/27/1950,0,0,0,92,108,76
USW00023183,"PHOENIX AIRPORT, AZ US",7/28/1950,0,0,0,92,104,80
USW00023183,"PHOENIX AIRPORT, AZ US",7/29/1950,0,0,0,90.5,103,78
USW00023183,"PHOENIX AIRPORT, AZ US",7/30/1950,0,0,0,85,95,75
USW00023183,"PHOENIX AIRPORT, AZ US",7/31/1950,0.09,0,0,74.5,81,68
USW00023183,"PHOENIX AIRPORT, AZ US",8/1/1950,0,0,0,83,100,66
USW00023183,"PHOENIX AIRPORT, AZ US",8/2/1950,0,0,0,88.5,106,71
USW00023183,"PHOENIX AIRPORT, AZ US",8/3/1950,0,0,0,89.5,108,71
USW00023183,"PHOENIX AIRPORT, AZ US",8/4/1950,0,0,0,90,103,77
USW00023183,"PHOENIX AIRPORT, AZ US",8/5/1950,0.21,0,0,84.5,96,73
USW00023183,"PHOENIX AIRPORT, AZ US",8/6/1950,0,0,0,89,104,74
USW00023183,"PHOENIX AIRPORT, AZ US",8/7/1950,0,0,0,91,107,75
USW00023183,"PHOENIX AIRPORT, AZ US",8/8/1950,0,0,0,90,110,70
USW00023183,"PHOENIX AIRPORT, AZ US",8/9/1950,0,0,0,91.5,112,71
USW00023183,"PHOENIX AIRPORT, AZ US",8/10/1950,0,0,0,92,108,76
USW00023183,"PHOENIX AIRPORT, AZ US",8/11/1950,0.16,0,0,88.5,102,75
USW00023183,"PHOENIX AIRPORT, AZ US",8/12/1950,0,0,0,86.5,101,72
USW00023183,"PHOENIX AIRPORT, AZ US",8/13/1950,0,0,0,87.5,105,70
USW00023183,"PHOENIX AIRPORT, AZ US",8/14/1950,0,0,0,88,107,69
USW00023183,"PHOENIX AIRPORT, AZ US",8/15/1950,0,0,0,89.5,109,70
USW00023183,"PHOENIX AIRPORT, AZ US",8/16/1950,0,0,0,91.5,111,72
USW00023183,"PHOENIX AIRPORT, AZ US",8/17/1950,0,0,0,92,113,71
USW00023183,"PHOENIX AIRPORT, AZ US",8/18/1950,0,0,0,93.5,110,77
USW00023183,"PHOENIX AIRPORT, AZ US",8/19/1950,0,0,0,92.5,110,75
USW00023183,"PHOENIX AIRPORT, AZ US",8/20/1950,0,0,0,91.5,110,73
USW00023183,"PHOENIX AIRPORT, AZ US",8/21/1950,0,0,0,93.5,109,78
USW00023183,"PHOENIX AIRPORT, AZ US",8/22/1950,0,0,0,91,106,76
USW00023183,"PHOENIX AIRPORT, AZ US",8/23/1950,0,0,0,90.5,106,75
USW00023183,"PHOENIX AIRPORT, AZ US",8/24/1950,0,0,0,92,103,81
USW00023183,"PHOENIX AIRPORT, AZ US",8/25/1950,0,0,0,88.5,107,70
USW00023183,"PHOENIX AIRPORT, AZ US",8/26/1950,0,0,0,91.5,108,75
USW00023183,"PHOENIX AIRPORT, AZ US",8/27/1950,0,0,0,90.5,108,73
USW00023183,"PHOENIX AIRPORT, AZ US",8/28/1950,0,0,0,91.5,110,73
USW00023183,"PHOENIX AIRPORT, AZ US",8/29/1950,0,0,0,92.5,112,73
USW00023183,"PHOENIX AIRPORT, AZ US",8/30/1950,0,0,0,92,111,73
USW00023183,"PHOENIX AIRPORT, AZ US",8/31/1950,0,0,0,94,115,73
USW00023183,"PHOENIX AIRPORT, AZ US",9/1/1950,0,0,0,96,118,74
USW00023183,"PHOENIX AIRPORT, AZ US",9/2/1950,0,0,0,96.5,111,82
USW00023183,"PHOENIX AIRPORT, AZ US",9/3/1950,0,0,0,93,111,75
USW00023183,"PHOENIX AIRPORT, AZ US",9/4/1950,0,0,0,90,99,81
USW00023183,"PHOENIX AIRPORT, AZ US",9/5/1950,0,0,0,88.5,99,78
USW00023183,"PHOENIX AIRPORT, AZ US",9/6/1950,0.05,0,0,88,100,76
USW00023183,"PHOENIX AIRPORT, AZ US",9/7/1950,0,0,0,81.5,95,68
USW00023183,"PHOENIX AIRPORT, AZ US",9/8/1950,0,0,0,81,97,65
USW00023183,"PHOENIX AIRPORT, AZ US",9/9/1950,0,0,0,83,99,67
USW00023183,"PHOENIX AIRPORT, AZ US",9/10/1950,0,0,0,83,99,67
USW00023183,"PHOENIX AIRPORT, AZ US",9/11/1950,0,0,0,81,97,65
USW00023183,"PHOENIX AIRPORT, AZ US",9/12/1950,0,0,0,80,97,63
USW00023183,"PHOENIX AIRPORT, AZ US",9/13/1950,0,0,0,80,98,62
USW00023183,"PHOENIX AIRPORT, AZ US",9/14/1950,0,0,0,80,97,63
USW00023183,"PHOENIX AIRPORT, AZ US",9/15/1950,0,0,0,80.5,97,64
USW00023183,"PHOENIX AIRPORT, AZ US",9/16/1950,0,0,0,81,98,64
USW00023183,"PHOENIX AIRPORT, AZ US",9/17/1950,0,0,0,80.5,99,62
USW00023183,"PHOENIX AIRPORT, AZ US",9/18/1950,0.29,0,0,79,94,64
USW00023183,"PHOENIX AIRPORT, AZ US",9/19/1950,0,0,0,81,94,68
USW00023183,"PHOENIX AIRPORT, AZ US",9/20/1950,0,0,0,74.5,93,56
USW00023183,"PHOENIX AIRPORT, AZ US",9/21/1950,0.15,0,0,64.5,71,58
USW00023183,"PHOENIX AIRPORT, AZ US",9/22/1950,0,0,0,71.5,87,56
USW00023183,"PHOENIX AIRPORT, AZ US",9/23/1950,0,0,0,78.5,95,62
USW00023183,"PHOENIX AIRPORT, AZ US",9/24/1950,0,0,0,80.5,97,64
USW00023183,"PHOENIX AIRPORT, AZ US",9/25/1950,0,0,0,79.5,98,61
USW00023183,"PHOENIX AIRPORT, AZ US",9/26/1950,0,0,0,81.5,101,62
USW00023183,"PHOENIX AIRPORT, AZ US",9/27/1950,0,0,0,82,101,63
USW00023183,"PHOENIX AIRPORT, AZ US",9/28/1950,0,0,0,82,100,64
USW00023183,"PHOENIX AIRPORT, AZ US",9/29/1950,0,0,0,83.5,101,66
USW00023183,"PHOENIX AIRPORT, AZ US",9/30/1950,0,0,0,82.5,96,69
USW00023183,"PHOENIX AIRPORT, AZ US",10/1/1950,0,0,0,76.5,91,62
USW00023183,"PHOENIX AIRPORT, AZ US",10/2/1950,0,0,0,75,97,53
USW00023183,"PHOENIX AIRPORT, AZ US",10/3/1950,0,0,0,79.5,98,61
USW00023183,"PHOENIX AIRPORT, AZ US",10/4/1950,0,0,0,83.5,100,67
USW00023183,"PHOENIX AIRPORT, AZ US",10/5/1950,0,0,0,82.5,101,64
USW00023183,"PHOENIX AIRPORT, AZ US",10/6/1950,0,0,0,82,98,66
USW00023183,"PHOENIX AIRPORT, AZ US",10/7/1950,0,0,0,81.5,100,63
USW00023183,"PHOENIX AIRPORT, AZ US",10/8/1950,0,0,0,81.5,104,59
USW00023183,"PHOENIX AIRPORT, AZ US",10/9/1950,0,0,0,83,102,64
USW00023183,"PHOENIX AIRPORT, AZ US",10/10/1950,0,0,0,82.5,102,63
USW00023183,"PHOENIX AIRPORT, AZ US",10/11/1950,0,0,0,81,103,59
USW00023183,"PHOENIX AIRPORT, AZ US",10/12/1950,0,0,0,84.5,104,65
USW00023183,"PHOENIX AIRPORT, AZ US",10/13/1950,0,0,0,82,102,62
USW00023183,"PHOENIX AIRPORT, AZ US",10/14/1950,0,0,0,83,98,68
USW00023183,"PHOENIX AIRPORT, AZ US",10/15/1950,0,0,0,82,99,65
USW00023183,"PHOENIX AIRPORT, AZ US",10/16/1950,0,0,0,81,100,62
USW00023183,"PHOENIX AIRPORT, AZ US",10/17/1950,0,0,0,79.5,98,61
USW00023183,"PHOENIX AIRPORT, AZ US",10/18/1950,0,0,0,77,97,57
USW00023183,"PHOENIX AIRPORT, AZ US",10/19/1950,0,0,0,75.5,97,54
USW00023183,"PHOENIX AIRPORT, AZ US",10/20/1950,0,0,0,79.5,99,60
USW00023183,"PHOENIX AIRPORT, AZ US",10/21/1950,0,0,0,79,97,61
USW00023183,"PHOENIX AIRPORT, AZ US",10/22/1950,0,0,0,73.5,93,54
USW00023183,"PHOENIX AIRPORT, AZ US",10/23/1950,0,0,0,73.5,90,57
USW00023183,"PHOENIX AIRPORT, AZ US",10/24/1950,0,0,0,79.5,95,64
USW00023183,"PHOENIX AIRPORT, AZ US",10/25/1950,0,0,0,77.5,93,62
USW00023183,"PHOENIX AIRPORT, AZ US",10/26/1950,0,0,0,72.5,88,57
USW00023183,"PHOENIX AIRPORT, AZ US",10/27/1950,0,0,0,70.5,88,53
USW00023183,"PHOENIX AIRPORT, AZ US",10/28/1950,0,0,0,71.5,93,50
USW00023183,"PHOENIX AIRPORT, AZ US",10/29/1950,0,0,0,70.5,92,49
USW00023183,"PHOENIX AIRPORT, AZ US",10/30/1950,0,0,0,73.5,93,54
USW00023183,"PHOENIX AIRPORT, AZ US",10/31/1950,0,0,0,71,88,54
USW00023183,"PHOENIX AIRPORT, AZ US",11/1/1950,0,0,0,68.5,85,52
USW00023183,"PHOENIX AIRPORT, AZ US",11/2/1950,0,0,0,70,90,50
USW00023183,"PHOENIX AIRPORT, AZ US",11/3/1950,0,0,0,71.5,88,55
USW00023183,"PHOENIX AIRPORT, AZ US",11/4/1950,0,0,0,70,86,54
USW00023183,"PHOENIX AIRPORT, AZ US",11/5/1950,0,0,0,66.5,86,47
